filerange 2550 5599
rangestart 2550 5599

// Subtitles
2550	SHADOWS
2551	TOGGLE SHADOW EFFECTS
2552	DAMAGE FX LOD
2553	SELECT DAMAGE EFFECTS LEVEL OF DETAIL FOR SHIPS
2554	HYPERSPACE QUALITY
2555	SET THE QUALITY OF THE HYPERSPACE EFFECTS
2556	LIGHTING LOD
2557	SELECT LIGHTING LEVEL OF DETAIL
2558	DETAIL GEOMETRY
2559	ENABLE OR DISABLE DISPLAY OF DETAIL GEOMETRY
2560	GEOMETRY SCALING
2561	TURN ON OR OFF DYNAMIC REDUCTION OF GEOMETRY
2562	UPDATE INFO
2563	UPDATE INFORMATION
2564	Player
2565	REPLACE : %d
2566	Ship Queue (Empty)
2567	Subsystem Queue (Empty)
2568	%d / %d
2569	<c=%06x>%d</c><c=ffffff> / %d</c>
2570	Research Queue (Empty)
2571	Easy
2572	Standard
2573	Hard
2574	Expert
2575	CPU
2576	Open
2577	Closed
2578	Human
2580	HAZE
2581	TOGGLE HAZE EFFECT
2582	DEPTH BIAS
2583	TOGGLE DEPTH BIAS
2584	MOTION BLUR
2585	TOGGLE MOTION BLUR
2600	HOMEWORLD 2
2601	QUICK START (PLAYER VS CPU)
2602	TUTORIAL
2603	SINGLE PLAYER GAME
2604	PLAYER VS CPU
2605	CHECK FOR UPDATE
2607	OPTIONS
2608	MOVIES
2609	EXIT
2610	BACK
2611	NEXT
2612	OK
2613	CANCEL
2614	MULTIPLAYER
2615	LOADING
2616	PLAYER PROFILES
2617	MAIN MENU
2618	SELECT//
2619	ACCEPT
2620	BUILD MENU
2621	MULTIPLAYER
2622	BETA
2623	UTILITY (%s)
2624	CORVETTE (%s)
2625	CAPITAL (%s)
2627	FIGHTER (%s)
2628	FRIGATE (%s)
2629	PLATFORM (%s)
2630	SHOW ALL FACILITIES (%s)
2631	BUILD
2632	MORE SHIPS
2633	BUILD QUEUE//
2634	PAUSE (%s)
2635	CANCEL ALL (%s)
2636	CANCEL (%s)
2637	BUILT
2638	RESOURCE (%s)
2639	NON-COMBAT (%s)
2640	%d
2641	%s x%d
2642	CLOSE
2643	MODULE SUBSYSTEMS (%s)
2644	SENSOR SUBSYSTEMS (%s)
2655	(no build job)
2656	SUBSYSTEM QUEUE//
2660	LAUNCH MENU
2662	STAY DOCKED
2663	AUTO LAUNCH
2664	LAUNCH SELECTED
2665	LAUNCH ALL
2666	DOCK SLOTS
2667	%d/%d
2670	DOWNLOAD PROGRESS
