filerange 7000 7914
rangestart 7000 7914

// Subtitles
7000	Fighter Facility
7001	<B>Description:</B>  Enables Fighter Class production.  \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Prerequisites:</b> None.
7002	Corvette Facility
7003	<b>Description:</b>  Enables Corvette Class production. \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Prerequisites:</b> Research Module.
7004	Frigate Facility
7005	<b>Description:</b>  Enables Frigate Class production. \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Prerequisites:</b> Research Module.
7006	Capital Class Facility
7007	<b>Description:</b>  Enables Capital Class production. \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Prerequisites:</b> None.
7008	Platform Control Module
7009	<b>Description:</b>  Coordinates Weapon Platform operations. Required for building Weapon Platforms.  \n\n<b>Type:</b> Module (Takes 1 Module Slot) \n\n<b>Prerequisites:</b> None.
7010	Research Module
7011	<b>Description:</b>  Science Division. Unlocks research and new ships.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> None.
7012	Adv. Research Module
7013	<b>Description:</b>  Engineering Division. Unlocks advanced technologies and new ships.  \n\n<b>Type:</b> Module (Takes 1 Module Slot).\n\n<b>Prerequisites:</b> Research Module.
7014	Hyperspace Module
7015	<b>Description:</b>  Hyperspace Drives and Wake Generators. Allows nearby Frigates and Capital ships to hyperspace.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> Research Module.
7016	Gravity Well Generator
7017	<b>Description:</b>  Hyperspace Inhibitor. Prevents enemy ships from entering or exiting hyperspace within a limited radius around the ship.  \n\n<b>Type:</b> Module (Takes 1 Module Slot) \n\n<b>Prerequisites:</b> Research Module.
7018	Cloak Generator
7019	<b>Description:</b>  Sensor Disruption. Cloaks nearby ships from enemy sensors when activated.  Small energy cost when initiated and minimum amount of energy (10% of total) required to activate.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> Research Module.
7020	Fire Control Tower
7021	<b>Description:</b>  Coordinates all ship defenses. Improves the combat effectiveness of nearby friendly ships.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> Advanced Research Module.
7036	Hyperspace Sensors
7037	<b>Description:</b> Detects all hyperspace signatures within a radius around the ship.  \n\n<b>Type:</b> Sensors (Takes 1 Sensors Slot). \n\n<b>Prerequisites:</b> None.
7022	Advanced Sensors Array
7023	<b>Description:</b> Improves basic sensors.  \n\n<b>Type:</b> Sensors (Takes 1 Sensors Slot). \n\n<b>Prerequisites:</b> None.
7024	Anti-Cloaking Sensors
7025	<b>Description:</b> Improves sensors against cloaked ships.  \n\n<b>Type:</b> Sensors (Takes 1 Sensors Slot). \n\n<b>Prerequisites:</b> None.
7026	Anti-Cloaking Sensors
7027	<b>Description:</b> Improves the ships sensors against cloaked ships.  \n\n<b>Type:</b> Sensors (Takes 1 Sensors Slot). \n\n<b>Prerequisites:</b> None.
