filerange 62250 62263
rangestart 62250 62263

// Subtitles
62250	05 - Turanic Raider Planetoid
62251	Deep Space - Turanic Raider Planetoid
62252	Destroy Enemy Carriers
62253	Hyperspace successful. 
62254	Research Division reports it is now equipped for Ion Cannon technology.  We advise commencing research immediately.
62255	Research Division reports it is now equipped for Plasma Bomb technology.  We advise commencing research immediately.
62256	Sensors indicate a heavily armed planetary defense system which we cannot penetrate.
62257	The planetary garrison must have alerted the main Turanic Raider Fleet which is currently Hyperspacing in here.
62258	They are retreating to the planetoid. We must stop their Carriers from reaching the safety of the planetary defenses.
62259	The Turanic Carriers are launching Strike Craft.  Prepare for assault.
62260	A Turanic Raider Carrier has reached the planetary defense zone.  They will remain a serious threat to us.
62261	The planetary defense system covers this area. Any of our ships entering its range will be destroyed.  Avoid this area at all costs.
62262	We have destroyed the body of the Turanic Raider fleet. We can now proceed on our journey. Hyperspace when ready.
62263	                      HYPERSPACE

rangeend
