filerange 50000 50441
rangestart 50000 50441

// Subtitles
50000	Learn how to play Homeworld
50001	Rotate the camera
50002	Pan away from ships
50003	Restore focus on scouts
50004	Select and focus on 2nd scout group
50005	Select both groups of scouts
50006	Activate the sensors manager
50007	Move ships to asteroid field
50008	Activate the movement disc
50011	Access the OBJECTIVES SCREEN
50012	Select a squad squadron
50013	Zoom the Camera
50014	Exit the Sensors Manager
50440	Move ships to this location
50300	Attain a basic familiarity with camera control, unit selection, and movement.
50301	Rotate the camera around the currently selected ship by holding down the right mouse button and moving the mouse in any direction.
50302	Move the camera away from your scouts by pushing your mouse cursor to the edge of the screen in the direction you wish to pan. Keep panning until no ships are in view.
50303	Bring the scouts back into view by focusing on them. The default focus shortcut key is F.
50305	Select both groups of scouts by clicking on an empty area of the screen and then dragging a bandbox around the scouts. You can also do this by selecting the scouts independently, while pressing the SHIFT key to add to your selection.
50306	The sensors manager can be activated by pressing SPACE or by clicking on the Sensors button in the middle of the taskbar.
50307	Issue a relative move command by selecting your scouts and right-clicking on one of the asteroids.
50308	Activate the movement disc by selecting a ship and right-clicking on an empty area of the screen. You may also activate the movement disc by pressing the default movement key, M.
50309	The OBJECTIVES window can be accessed by clicking on the objectives button on the taskbar.
50310	The camera can be zoomed by scrolling the MOUSE WHEEL or by holding down both mouse buttons while moving the mouse forwards and backwards.
50441	Hold down the LEFT MOUSE BUTTON or SHIFT while moving the mouse to change the vertical height of a move order.
50009	Move to the asteroid field
50010	Right-click on any of these asteroids to move here
50015	This is an Objective Ping
50016	Bring a ship here
50020	GAMEPLAY BASICS
50030	Welcome to the Homeworld training mission.
50350	This Tutorial will cover the User Interface, Camera control, Unit Selection and Movement.
50351	Our first priority is the Taskbar.
50352	The Taskbar provides you with a variety of information about what you currently have selected and provides you easy access to basic commands. Click OK to continue.#+
50410	You can minimize the Taskbar by clicking on the flashing icon or pressing BACKSPACE.
50411	Do this now.
50412	To bring the Taskbar back, keep pressing BACKSPACE.
50413	To bring the Taskbar back, press the BACKSPACE key three times.
50414	Do this now.
50415	The Recall window displays all previous speech in the mission.
50416	Click on the Recall icon to display all previous speech in the mission.
50417	To exit the Recall Window, click close.
50420	Throughout the game, Objectives will be assigned to you.
50353	Objectives give you information on what you must accomplish in each mission. Click OK to Continue. #+
50354	You have just been issued a new Objective.
50356	To access the Objectives Screen click on the flashing icon. Do this now.
50358	This is the Objectives screen.
50359	Click the "Learn how to play Homeworld" Objective to get more information on it.
50360	To exit Objective Screen, click on the close button.
50421	All ships have a Tactical Overlay, or TO for short.
50422	TOs help identify friendly and enemy targets. Click OK to Continue.#+
50423	Friendly ships will have GREEN TOs.
50424	Enemy targets have RED TOs.
50425	Allies have YELLOW TOs. Click OK to Continue.#+
50426	TAB cycles through all various TO settings.
50427	Some settings display more information than others.
50428	To issue orders, you must first select the ships you want to command. Click OK to continue.#+
50081	LEFT-CLICK on the Scouts to select them.
50087	Scouts selected.
50080	New reinforcements available.
50083	A second Scout Squadron is launching.
50090	To select multiple squadrons, first hold down the LEFT MOUSE BUTTON and then DRAG a BOX around both Scout Squadrons. Do this now.
50091	This is called DRAG-SELECTING.
50040	Excellent work. Click OK to Continue.#+
50097	Notice that the taskbar has been updated with your selection.
